ticker,date,exchange_platform,trade_volume,trade_price
xchusdt,2024-09-21T01:05:22.407+10:00,huobi,19.6099,14.338222457024258
farmusdt,2024-09-21T01:05:22.402+10:00,binance,0.57,45.58
pbuxusdt,2024-09-21T01:05:22.401+10:00,kucoin,1111.8,0.02296
nexgusdt,2024-09-21T01:05:22.406+10:00,kucoin,2028.3,0.004457596509392103
bdxusdt,2024-09-21T01:05:22.406+10:00,kucoin,6169.45,0.05417999999999999
forusdt,2024-09-21T01:05:22.426+10:00,huobi,3412.58,0.003719
nexgusdt,2024-09-21T01:05:22.428+10:00,huobi,283781.04110000003,0.004449900848651161
peopleusdt,2024-09-21T01:05:22.380+10:00,okex,8806.52558,0.06543490471051691
shibusd,2024-09-21T01:05:20.600+10:00,gdax,4.56282001E8,1.4480000000000002E-5
wellusdt,2024-09-21T01:05:22.436+10:00,huobi,1449.6432,0.027593
linkbtc,2024-09-21T01:05:22.417+10:00,poloniex,0.4,1.8159999999999997E-4
tonusdt,2024-09-21T01:05:22.426+10:00,kucoin,180.03,5.790281801921902
nexgusdt,2024-09-21T01:05:22.439+10:00,kucoin,20698.199999999997,0.004448911982684487
magicusdt,2024-09-21T01:05:22.452+10:00,huobi,527.3429,0.3790889713315567
daousdt,2024-09-21T01:05:22.457+10:00,huobi,35.0386,0.2854
pepe2usdt,2024-09-21T01:05:22.446+10:00,kucoin,2.203380959999E8,3.077E-8
bntusdt,2024-09-21T01:05:22.464+10:00,huobi,28.74,0.5106
bchusdt,2024-09-21T01:05:22.465+10:00,huobi,1.3159,344.3370142108063
pepe2usdt,2024-09-21T01:05:22.446+10:00,kucoin,4.229335861285E8,3.080061392302245E-8
ctxcusdt,2024-09-21T01:05:22.475+10:00,huobi,261.7545,0.1688
manekiusdt,2024-09-21T01:05:22.437+10:00,mexc,192.05,0.006560999999999999
navxusdt,2024-09-21T01:05:22.487+10:00,huobi,760.3394,0.092541
lrdsusdt,2024-09-21T01:05:22.482+10:00,kucoin,81.66,0.6119998530492285
cetususdt,2024-09-21T01:05:22.440+10:00,okex,13324.804800000002,0.0986418435770256
nexgusdt,2024-09-21T01:05:22.495+10:00,huobi,9908.8999,0.00445
cetususdt,2024-09-21T01:05:22.440+10:00,okex,20156.589,0.09859266608179588
suiusdt,2024-09-21T01:05:22.448+10:00,okex,4632.2924,1.4316749185090303
eurusd,2024-09-21T01:05:22.534+10:00,kraken,23.15963361,1.11687
cetususdt,2024-09-21T01:05:22.451+10:00,okex,28457.787200000002,0.09851430829091305
nordusdt,2024-09-21T01:05:22.483+10:00,kucoin,195.3773,0.056400000000000006
netvrusdt,2024-09-21T01:05:22.493+10:00,kucoin,420.2,0.06798
farmusd,2024-09-21T01:05:22.531+10:00,kraken,1.75,45.379999999999995
degousdt,2024-09-21T01:05:22.498+10:00,binance,10.25,1.5999999999999999
farmeur,2024-09-21T01:05:22.534+10:00,kraken,1.7513067000000002,40.56
nmrusdt,2024-09-21T01:05:22.475+10:00,mexc,0.424,15.62
